city,country,lat,lng
san josé del guaviare,colombia,2.5667,-72.6333
taman johor jaya,malaysia,1.5333,103.8167
gaithersburg,united states,39.1346,-77.2131
ponta delgada,portugal,37.74,-25.67
hihyā,egypt,30.6687,31.5904
al minshāh,egypt,26.4833,31.8
villa domínico,argentina,-34.6917,-58.3333
sabinas,mexico,27.8489,-101.12
pruszków,poland,52.1667,20.8
merthyr tudful,united kingdom,51.743,-3.378
eastvale,united states,33.9617,-117.5803
al buraymī,oman,24.2592,55.7839
kitamoto,japan,36.0269,139.5302
şəki,azerbaijan,41.2,47.1667
afragola,italy,40.9167,14.3167
horad zhodzina,belarus,54.1,28.35
arima,trinidad and tobago,10.6333,-61.2833
adrar,algeria,27.8742,-0.2939
al qurayn,egypt,30.6161,31.7353
waterlooville,united kingdom,50.88,-1.03
valle de bravo,mexico,19.1925,-100.1306
karlskrona,sweden,56.1608,15.5861
kāyankulam,india,9.172,76.501
växjö,sweden,56.8769,14.8092
apac,uganda,1.985,32.535
tomigusuku,japan,26.1611,127.6689
bayombong,philippines,16.4833,121.15
bignay,philippines,14.7456,120.9961
výronas,greece,37.9617,23.7533
buynaksk,russia,42.8167,47.1167
bankra,india,22.63,88.3
ban suan,thailand,13.3616,100.9795
areguá,paraguay,-25.2953,-57.4147
katwijk,netherlands,52.2,4.4167
boston,united kingdom,52.974,-0.0214
banda del río salí,argentina,-26.85,-65.1667
hämeenlinna,finland,60.9944,24.4667
vaasa,finland,63.1,21.6167
bayt lāhyā,gaza strip,31.5539,34.5014
scarborough,united kingdom,54.2773,-0.4017
union city,united states,40.7675,-74.0323
chiapa de corzo,mexico,16.708,-93.016
cupang,philippines,14.4315,121.0486
tunasan,philippines,14.3725,121.0364
täby,sweden,59.4333,18.0833
streatham,united kingdom,51.4279,-0.1235
farnborough,united kingdom,51.29,-0.75
cabedelo,brazil,-6.9808,-34.8339
barking,united kingdom,51.54,0.08
molepolole,botswana,-24.4067,25.495
potenza,italy,40.6333,15.8
el prat de llobregat,spain,41.3246,2.0953
teresa,philippines,14.5586,121.2083
lynwood,united states,33.924,-118.2016
skokie,united states,42.036,-87.74
patuakhāli,bangladesh,22.3542,90.3181
kozáni,greece,40.3,21.7833
arrecife,spain,28.9625,-13.5506
altamira,mexico,22.3375,-97.8694
guamúchil,mexico,25.4639,-108.0794
siemianowice śląskie,poland,50.2758,18.9858
stourbridge,united kingdom,52.4575,-2.1479
twickenham,united kingdom,51.449,-0.337
fryazino,russia,55.95,38.05
acámbaro,mexico,20.0361,-100.7314
maisons-alfort,france,48.8058,2.4378
lechang,china,35.6415,111.4633
bolgatanga,ghana,10.7833,-0.85
martil,morocco,35.6167,-5.2667
petroúpoli,greece,38.0333,23.6833
laeken,belgium,50.8778,4.3558
schenectady,united states,42.8025,-73.9275
kraljevo,serbia,43.7234,20.687
épinay-sur-seine,france,48.9553,2.3092
hereford,united kingdom,52.056,-2.716
khagaul,india,25.579,85.0456
troyes,france,48.2997,4.0792
collado-villalba,spain,40.6333,-4.0083
bayburt,turkey,40.2597,40.2278
granollers,spain,41.6083,2.2889
nālūt,libya,31.8685,10.9812
zacapa,guatemala,14.9667,-89.5333
los polvorines,argentina,-34.5,-58.7
san jose,philippines,10.7433,121.9411
gampaha,sri lanka,7.0917,79.9997
south san francisco,united states,37.6538,-122.4196
prilep,macedonia,41.3464,21.5542
trnava,slovakia,48.3775,17.5883
sarcelles,france,48.9956,2.3808
dewsbury,united kingdom,53.691,-1.633
sundapālaiyam,india,11.0014,76.8732
bilwi,nicaragua,14.0297,-83.3833
goz-beida,chad,12.2236,21.4144
loughborough,united kingdom,52.77,-1.2
brentwood,united states,40.7839,-73.2522
wrecsam,united kingdom,53.046,-2.993
san marcos,guatemala,14.9653,-91.7958
samut sakhon,thailand,13.5486,100.2775
pervomaisk,ukraine,48.05,30.85
don bosco,philippines,14.4817,121.0258
tatabánya,hungary,47.5862,18.3949
la seyne-sur-mer,france,43.1,5.883
la línea de la concepción,spain,36.1611,-5.3486
daljā,egypt,27.65,30.7
kettering,united kingdom,52.3931,-0.7229
forest,belgium,50.8131,4.3247
călăraşi,romania,44.2,27.3333
magong,taiwan,23.5667,119.5833
malden,united states,42.4305,-71.0576
villejuif,france,48.7919,2.3636
ameca,mexico,20.5486,-104.0431
rundu,namibia,-17.9167,19.7667
akurana,sri lanka,7.365,80.6172
ambarawa,indonesia,-7.2667,110.4
hurlingham,argentina,-34.5883,-58.6392
kitale,kenya,1.0167,35.0
nagakute,japan,35.184,137.0487
scheveningen,netherlands,52.1081,4.2731
paphos,cyprus,34.7667,32.4167
guayama,puerto rico,17.9743,-66.1104
karonga,malawi,-9.9333,33.9333
etterbeek,belgium,50.8333,4.3833
songkhla,thailand,7.2061,100.5967
kresek,indonesia,-6.1314,106.38
soroti,uganda,1.715,33.6111
ouezzane,morocco,34.8,-5.5833
tagajō,japan,38.2938,141.0043
as suwaydā’,syria,32.7125,36.5667
euclides da cunha,brazil,-10.5078,-39.0139
wamena,indonesia,-4.0975,138.9511
popondetta,papua new guinea,-8.7656,148.2347
ełk,poland,53.8214,22.3622
faro,portugal,37.0161,-7.935
faīẕābād,afghanistan,37.1166,70.58
alba iulia,romania,46.0669,23.57
cosamaloapan,mexico,18.3667,-95.8
sokhumi,georgia,43.0,41.0167
ellesmere port,united kingdom,53.279,-2.897
cherbourg,france,49.6333,-1.6
le blanc-mesnil,france,48.9387,2.4614
bondy,france,48.9022,2.4828
yamatotakada,japan,34.5167,135.7333
beccar,argentina,-34.4667,-58.5167
manouba,tunisia,36.8078,10.1011
nagari,india,13.3214,79.5856
bangor,united kingdom,54.66,-5.67
inhambane,mozambique,-23.865,35.3833
qal‘ah-ye now,afghanistan,34.9867,63.1292
runcorn,united kingdom,53.3419,-2.7336
seinäjoki,finland,62.7917,22.8417
taunton,united kingdom,51.019,-3.1
littlehampton,united kingdom,50.8094,-0.5409
florence-graham,united states,33.9682,-118.2447
latacunga,ecuador,-0.9319,-78.6161
twin rivers,united states,40.2631,-74.4917
vaslui,romania,46.6383,27.7292
choi hung,hong kong,22.335,114.2067
gorno-altaysk,russia,51.96,85.96
lalmanirhat,bangladesh,25.9167,89.45
hasuda,japan,35.9945,139.6624
marano di napoli,italy,40.9,14.1833
dédougou,burkina faso,12.4667,-3.4667
legnano,italy,45.5781,8.9183
ruislip,united kingdom,51.576,-0.433
ōsakasayama,japan,34.5,135.55
taal,philippines,13.8833,120.9333
andoharanofotsy,madagascar,-18.975,47.5333
mukōchō,japan,34.95,135.7
nkhotakota,malawi,-12.9167,34.3
suresnes,france,48.87,2.22
bellevue,france,48.871,2.385
tsushima,japan,35.1771,136.7413
la habra,united states,33.9282,-117.9515
anuradhapura,sri lanka,8.335,80.4108
kratie,cambodia,12.48,106.03
ban rangsit,thailand,14.0167,100.75
beledweyne,somalia,4.7358,45.2036
maduraivayal,india,13.0631,80.1719
wallasey,united kingdom,53.4158,-3.0233
jette,belgium,50.8667,4.3333
tandag,philippines,9.0789,126.1986
dar naim,mauritania,18.0333,-15.9667
khartsyzk,ukraine,48.0333,38.15
montebello,united states,34.0155,-118.1108
iganga,uganda,0.615,33.485
barrow in furness,united kingdom,54.1108,-3.2261
north bergen,united states,40.7938,-74.0242
saraburi,thailand,14.5286,100.9114
brookline,united states,42.3243,-71.1408
rayong,thailand,12.6742,101.2789
stryi,ukraine,49.25,23.85
giurgiu,romania,43.9008,25.9739
glew,argentina,-34.8833,-58.3833
fort portal,uganda,0.6544,30.2744
saint-ouen,france,48.9123,2.3342
rovaniemi,finland,66.5,25.7333
bobigny,france,48.9106,2.4397
pico rivera,united states,33.9901,-118.0888
kolda,senegal,12.8833,-14.95
santarém,portugal,39.2339,-8.6861
fussa,japan,35.7333,139.3333
napier,new zealand,-39.4903,176.9178
linares,mexico,24.8597,-99.5647
chornomorsk,ukraine,46.3017,30.6569
madang,papua new guinea,-5.2167,145.8
aş şaff,egypt,29.5772,31.2906
lytkarino,russia,55.5833,37.9
bebington,united kingdom,53.35,-3.003
tirur,india,10.9,75.92
kırklareli,turkey,41.7347,27.2253
berriozábal,mexico,16.8003,-93.2733
ruhengeri,rwanda,-1.5,29.6333
macclesfield,united kingdom,53.25,-2.13
don galo,philippines,14.5072,120.9844
vratsa,bulgaria,43.2,23.55
yala,thailand,6.5425,101.2831
puerto limón,costa rica,10.0022,-83.084
chambéry,france,45.57,5.9118
braintree,united kingdom,51.878,0.55
gia nghĩa,vietnam,11.9833,107.7
fontenay-sous-bois,france,48.8517,2.4772
portugalete,spain,43.3194,-3.0194
suileng,china,47.246,127.106
poonamallee,india,13.0465,80.11
the hammocks,united states,25.67,-80.4482
koja,japan,26.3344,127.8057
pinagkaisahan,philippines,14.5229,121.0555
nonoichi,japan,36.5194,136.6098
santa rosa de copán,honduras,14.7667,-88.7833
coyhaique,chile,-45.5667,-72.0667
jidd ḩafş,bahrain,26.219,50.538
monterey park,united states,34.0497,-118.1326
limerick,ireland,52.6653,-8.6238
leskovac,serbia,42.9981,21.9461
mislata,spain,39.475,-0.4156
sidi bennour,morocco,32.65,-8.4333
longxing,china,35.6091,111.2304
raharpur,bangladesh,24.8194,88.325
hunedoara,romania,45.7697,22.9203
rafael calzada,argentina,-34.7833,-58.3667
la mesa,united states,32.7703,-117.0204
royal tunbridge wells,united kingdom,51.132,0.263
at tawāhī,yemen,12.7833,44.9833
trang,thailand,7.5575,99.6103
gardena,united states,33.8943,-118.3072
ban bang kaeo,thailand,13.6371,100.6636
takaishi,japan,34.5167,135.45
puteaux,france,48.885,2.2389
antsinanantsena,madagascar,-18.8333,47.55
kyustendil,bulgaria,42.2833,22.6833
revere,united states,42.4189,-71.004
medford,united states,42.4234,-71.1087
oyem,gabon,1.6,11.5667
cupertino,united states,37.3168,-122.0466
lokoja,nigeria,7.8019,6.7442
juigalpa,nicaragua,12.1083,-85.3694
trujillo,honduras,15.9186,-85.9533
tczew,poland,54.0875,18.7972
wellingborough,united kingdom,52.2939,-0.6964
lorient,france,47.75,-3.36
north miami,united states,25.9008,-80.1686
chakapara,india,22.63,88.35
temascalcingo,mexico,19.9147,-100.0036
tezonapa,mexico,18.6058,-96.6875
vejle,denmark,55.7167,9.5333
nausori,fiji,-18.0244,178.5454
taylorsville,united states,40.6569,-111.9493
zushi,japan,35.2833,139.5833
świdnica,poland,50.85,16.4833
irvington,united states,40.7243,-74.2317
west allis,united states,43.0068,-88.0296
bungoma,kenya,0.5667,34.5667
pinotepa,mexico,16.3412,-98.0537
sidi yahya zaer,morocco,33.7105,-6.8831
alfortville,france,48.805,2.4239
évry,france,48.6239,2.4294
midalt,morocco,32.68,-4.73
irákleio,greece,38.05,23.7667
itānagar,india,27.1,93.62
užice,serbia,43.85,19.85
union,united states,40.6953,-74.2697
samut prakan,thailand,13.5897,100.6386
antigua guatemala,guatemala,14.5667,-90.7333
suharekë,kosovo,42.38,20.8219
azrou,morocco,33.4417,-5.2247
klimovsk,russia,55.3667,37.5333
samannūd,egypt,30.9622,31.2425
kasungu,malawi,-13.0333,33.4833
hod hasharon,israel,32.15,34.8833
ródos,greece,36.4412,28.2225
stavroúpoli,greece,40.6667,22.9333
tacuarembó,uruguay,-31.7333,-55.9833
kronjo,indonesia,-6.0667,106.4167
folkestone,united kingdom,51.081,1.166
mérida,spain,38.9,-6.3333
al hoceïma,morocco,35.2472,-3.9322
meaux,france,48.9603,2.8883
ocosingo,mexico,16.9072,-92.0961
white plains,united states,41.022,-73.7547
hamura,japan,35.7672,139.3109
hoboken,united states,40.7452,-74.0281
pursat,cambodia,12.5333,103.9167
zumpango,mexico,19.7969,-99.0992
royal leamington spa,united kingdom,52.292,-1.537
dzerzhinskiy,russia,55.6333,37.85
artemisa,cuba,22.8136,-82.7633
crosby,united kingdom,53.4872,-3.0343
karīmganj,india,24.87,92.35
yevlax,azerbaijan,40.6172,47.15
mūndka,india,28.6794,77.0284
cerro de pasco,peru,-10.6864,-76.2625
liuhu,china,35.5449,106.6801
rijswijk,netherlands,52.0456,4.33
sartrouville,france,48.9372,2.1644
clamart,france,48.8014,2.2628
stratford,united kingdom,51.5423,-0.0026
huamantla,mexico,19.3133,-97.9228
sevran,france,48.9333,2.5333
kruševac,serbia,43.5833,21.3267
south whittier,united states,33.9336,-118.0312
mineiros,brazil,-17.5689,-52.5508
qiryat ata,israel,32.8,35.1
aversa,italy,40.9667,14.2
tenkodogo,burkina faso,11.7833,-0.3667
dosso,niger,13.05,3.2
naval,philippines,11.5833,124.45
bāruipur,india,22.3654,88.4325
boudouaou,algeria,36.73,3.41
mandapeta,india,16.87,81.93
chelles,france,48.8833,2.6
port coquitlam,canada,49.2625,-122.7811
rosh ha‘ayin,israel,32.0956,34.9567
gllogovc,kosovo,42.6236,20.8939
kitgum,uganda,3.2889,32.8778
bârlad,romania,46.2167,27.6667
dapaong,togo,10.8667,0.2
caridad,philippines,14.4828,120.8958
novohrad-volynskyi,ukraine,50.5833,27.6333
babīlā,syria,33.4728,36.3344
margate,united states,26.2466,-80.2119
békéscsaba,hungary,46.679,21.091
chaniá,greece,35.5167,24.0167
dayr al balaḩ,gaza strip,31.4189,34.3517
shijōnawate,japan,34.74,135.6394
oak lawn,united states,41.7139,-87.7528
legionowo,poland,52.4,20.8833
bhīmunipatnam,india,17.8846,83.4393
carson city,united states,39.1511,-119.7476
fountainebleau,united states,25.7723,-80.346
slavonski brod,croatia,45.1667,18.0167
hilden,germany,51.1714,6.9394
ampelókipoi,greece,40.65,22.9167
nuevo casas grandes,mexico,30.4167,-107.9167
acatzingo,mexico,18.9817,-97.7822
umm el faḥm,israel,32.5194,35.1536
biel/bienne,switzerland,47.1333,7.25
kidderminster,united kingdom,52.3885,-2.249
lipjan,kosovo,42.53,21.1386
coconut creek,united states,26.2803,-80.1842
karuhatan,philippines,14.6883,120.9761
boac,philippines,13.45,121.8333
mariano acosta,argentina,-34.7167,-58.7833
altrincham,united kingdom,53.3838,-2.3547
nacaome,honduras,13.5333,-87.4833
mafeteng,lesotho,-29.8167,27.25
pansol,philippines,14.6514,121.08
elenga,bangladesh,24.3386,89.9219
chinhoyi,zimbabwe,-17.3497,30.1944
my drarga,morocco,30.38,-9.48
weymouth,united kingdom,50.613,-2.457
gümüşhane,turkey,40.4597,39.4778
pithāpuram,india,17.1167,82.2667
caacupé,paraguay,-25.3861,-57.1408
melo,uruguay,-32.3667,-54.1833
barri,united kingdom,51.405,-3.27
villa hayes,paraguay,-25.1,-57.5667
belize city,belize,17.4986,-88.1886
catemaco,mexico,18.4167,-95.1167
miragoâne,haiti,18.4458,-73.09
fountain valley,united states,33.7105,-117.9514
maun,botswana,-19.9833,23.4167
nikšić,montenegro,42.7778,18.95
ushuaia,argentina,-54.8019,-68.3031
berwyn,united states,41.8433,-87.7909
pijijiapan,mexico,15.6917,-93.2093
bagong pag-asa,philippines,14.6622,121.0331
leith,united kingdom,55.98,-3.17
san pedro,mexico,25.7578,-102.9831
esplugas de llobregat,spain,41.3767,2.0858
national city,united states,32.6654,-117.0983
wote,kenya,-1.7833,37.6333
zalău,romania,47.1911,23.0572
tirupparangunram,india,9.8815,78.0731
arcadia,united states,34.1342,-118.0373
sfântu-gheorghe,romania,45.8636,25.7875
abū qīr,egypt,31.3167,30.0667
muğla,turkey,37.2167,28.3667
évora,portugal,38.5667,-7.9
villarrica,paraguay,-25.75,-56.4333
madhipura,india,25.92,86.792
phra nakhon si ayutthaya,thailand,14.3478,100.5606
moyobamba,peru,-6.0333,-76.9667
mocoa,colombia,1.15,-76.6475
greenford,united kingdom,51.5299,-0.3488
zouerate,mauritania,22.7333,-12.4667
trenčín,slovakia,48.8919,18.0367
rahovec,kosovo,42.3994,20.6547
mendi,papua new guinea,-6.1478,143.6572
jelgava,latvia,56.6483,23.7139
saint-quentin,france,49.8486,3.2864
francisco i. madero,mexico,25.7753,-103.2731
castelo branco,portugal,39.8167,-7.5
rio tinto,portugal,41.178,-8.56
san giorgio a cremano,italy,40.8333,14.3333
quiapo,philippines,14.6,120.983
vigan,philippines,17.5747,120.3869
mollet,spain,41.5356,2.2107
sankt pölten,austria,48.2,15.6167
massy,france,48.7309,2.2713
zalaegerszeg,hungary,46.8392,16.8511
fuchū,japan,34.3926,132.5045
dunfermline,united kingdom,56.0719,-3.4393
gallarate,italy,45.6649,8.7914
hà giang,vietnam,22.8333,104.9833
iba,philippines,15.3333,119.9833
rowley regis,united kingdom,52.488,-2.05
ohrid,macedonia,41.1169,20.8019
corbeil-essonnes,france,48.6139,2.482
florida,argentina,-34.5167,-58.5
guliston,uzbekistan,40.4833,68.7833
madīnat ḩamad,bahrain,26.1128,50.5139
new brunswick,united states,40.487,-74.445
neath,united kingdom,51.66,-3.81
m.ə. rəsulzadə,azerbaijan,40.4344,49.8336
bootle,united kingdom,53.4457,-2.9891
skien,norway,59.2081,9.5528
hamilton,united kingdom,55.777,-4.039
marikina heights,philippines,14.6534,121.1187
lautoka,fiji,-17.6242,177.4528
huntington park,united states,33.98,-118.2167
ercolano,italy,40.8,14.35
cakung,indonesia,-6.2507,106.8685
buta,congo (kinshasa),2.8,24.7333
vaulx-en-velin,france,45.7768,4.9186
amalāpuram,india,16.5787,82.0061
lancaster,united kingdom,54.0489,-2.8014
ibiza,spain,38.9089,1.4328
lampang,thailand,18.3,99.5
vranje,serbia,42.5542,21.8972
tanjombato,madagascar,-18.95,47.5167
eltham,united kingdom,51.451,0.052
cagnes-sur-mer,france,43.6644,7.1489
perth amboy,united states,40.5202,-74.2724
bādurpalle,india,17.5468,78.365
shiogama,japan,38.3144,141.022
al karnak,egypt,25.7186,32.6586
cintalapa de figueroa,mexico,16.6978,-93.7203
kyaliwajjala,uganda,0.38,32.6467
gabrovo,bulgaria,42.8667,25.3333
gutao,china,37.1989,112.1767
padangpanjang,indonesia,-0.45,100.4167
mikkeli,finland,61.6833,27.2667
chake chake,tanzania,-5.2395,39.77
morden,united kingdom,51.4015,-0.1949
cumbernauld,united kingdom,55.945,-3.994
choisy-le-roi,france,48.763,2.409
brentwood,united kingdom,51.62,0.305
muban saeng bua thong,thailand,13.9424,100.3913
tamiami,united states,25.7556,-80.4016
arwal,india,25.25,84.68
ruma,serbia,45.0,19.8333
gjilan,kosovo,42.4647,21.4669
bayonne,france,43.49,-1.48
willenhall,united kingdom,52.5798,-2.0605
westchester,united states,25.7471,-80.3523
la jagua de ibirico,colombia,9.5667,-73.3333
louangphabang,laos,19.8833,102.1333
shiraoka,japan,36.0191,139.6769
andover,united kingdom,51.208,-1.48
plainfield,united states,40.6154,-74.4157
prachuap khiri khan,thailand,11.8167,99.8
oak park,united states,41.8872,-87.7899
gao,mali,16.2667,-0.05
tulcán,ecuador,0.8117,-77.7186
korçë,albania,40.6167,20.7667
paramount,united states,33.8977,-118.1651
muktāgācha,bangladesh,24.7662,90.2562
al ma‘allā’,yemen,12.7897,45.0064
aspen hill,united states,39.0927,-77.0826
sherpur,bangladesh,24.665,89.419
rosny-sous-bois,france,48.8667,2.4833
ampitatafika,madagascar,-18.9333,47.475
sakon nakhon,thailand,17.1564,104.1456
alajuela,costa rica,10.164,-84.2645
qalqīlyah,west bank,32.1903,34.9686
kabale,uganda,-1.25,29.99
liberia,costa rica,10.6333,-85.4333
marondera,zimbabwe,-18.1897,31.5467
yeovil,united kingdom,50.9452,-2.637
moskovskiy,russia,55.6,37.35
nes ẕiyyona,israel,31.9333,34.8
san vicente,el salvador,13.6453,-88.7842
cologno monzese,italy,45.5286,9.2783
kendale lakes,united states,25.7081,-80.4078
sutton in ashfield,united kingdom,53.125,-1.261
el ghâzîyé,lebanon,33.5186,35.3661
santo cristo,philippines,14.6603,121.03
noisy-le-sec,france,48.8894,2.4503
scafati,italy,40.7536,14.5253
rho,italy,45.5333,9.0333
hrazdan,armenia,40.5,44.7667
targovishte,bulgaria,43.25,26.5833
buena vista tomatlán,mexico,19.2102,-102.5869
maha sarakham,thailand,16.1772,103.3008
valladolid,mexico,20.6894,-88.2017
jiménez,mexico,27.13,-104.9067
boujad,morocco,32.7667,-6.4
chahār dangeh,iran,35.6031,51.3097
takeo,cambodia,10.9833,104.7833
alytus,lithuania,54.4014,24.0492
bodø,norway,67.2827,14.3751
santurce-antiguo,spain,43.3303,-3.0314
tam hiệp,vietnam,10.9497,106.8575
bang bua thong,thailand,13.9099,100.4263
aloha,united states,45.492,-122.8725
gennevilliers,france,48.9333,2.3
chong nonsi,thailand,13.6965,100.5427
catford,united kingdom,51.4452,-0.0207
myrnohrad,ukraine,48.2911,37.2681
iwakura,japan,35.2794,136.8714
levittown,united states,40.7241,-73.5125
elmshorn,germany,53.7519,9.6511
west new york,united states,40.7857,-74.0094
noveleta,philippines,14.4333,120.8833
takahama,japan,34.9275,136.9878
bloomfield,united states,40.8098,-74.1869
collegno,italy,45.0775,7.5724
gopālpur,bangladesh,24.5583,89.9167
jinotepe,nicaragua,11.8472,-86.1997
ain el aouda,morocco,33.8111,-6.7922
la garenne-colombes,france,48.9056,2.2445
suzukawa,japan,35.373,139.3839
lamía,greece,38.9,22.4333
mangochi,malawi,-14.4667,35.2667
qiryat ono,israel,32.0636,34.8553
lənkəran,azerbaijan,38.7536,48.8511
vila real,portugal,41.2958,-7.7461
kardzhali,bulgaria,41.65,25.3667
loreto,mexico,22.2667,-101.9833
placentia,united states,33.8807,-117.8553
aliso viejo,united states,33.5792,-117.7289
choma,zambia,-16.7711,26.9922
pen-y-bont ar ogwr,united kingdom,51.5072,-3.5784
cojutepeque,el salvador,13.7167,-88.9333
livry-gargan,france,48.9192,2.5361
wheaton,united states,39.0492,-77.0573
ksar hellal,tunisia,35.6429,10.8911
teplice,czechia,50.6444,13.8319
edenvale,south africa,-26.1411,28.1528
eger,hungary,47.899,20.3747
ḩarastā,syria,33.5667,36.3667
rosemead,united states,34.0689,-118.0823
kunnamkulam,india,10.65,76.08
jihlava,czechia,49.4003,15.5906
whangarei,new zealand,-35.725,174.3236
sombor,serbia,45.7833,19.1167
qasbat tadla,morocco,32.6,-6.2667
florin,united states,38.4832,-121.4043
upplands väsby,sweden,59.5167,17.9167
binondo,philippines,14.6,120.967
tizimín,mexico,21.1425,-88.1647
kendrāparha,india,20.5,86.42
surbiton,united kingdom,51.394,-0.307
tlapa de comonfort,mexico,17.5461,-98.5764
kasuya,japan,33.6108,130.4806
guozhen,china,34.3668,107.198
puttalam,sri lanka,8.033,79.826
stretford,united kingdom,53.4466,-2.3086
cuetzalan,mexico,20.0333,-97.5167
salekhard,russia,66.5333,66.6333
sar-e pul,afghanistan,36.2214,65.9278
evere,belgium,50.8667,4.4
garges-lès-gonesse,france,48.9728,2.4008
jūrmala,latvia,56.9681,23.7703
cheshunt,united kingdom,51.702,-0.035
komotiní,greece,41.1,25.4167
country club,united states,25.9407,-80.3102
rosso,mauritania,16.5128,-15.805
covina,united states,34.0903,-117.8818
levakant,tajikistan,37.8667,68.9167
la courneuve,france,48.9322,2.3967
halle-neustadt,germany,51.4789,11.9214
bastia,france,42.7008,9.4503
changanācheri,india,9.4667,76.55
bodupāl,india,17.4139,78.5783
longchamps,argentina,-34.85,-58.3833
plainview,philippines,14.5777,121.0337
barendrecht,netherlands,51.85,4.5333
skenderaj,kosovo,42.7467,20.7886
jarash,jordan,32.2723,35.8914
bangued,philippines,17.5965,120.6179
lakewood,united states,41.4822,-81.8008
beni yakhlef,morocco,33.6555,-7.3221
la goulette,tunisia,36.8181,10.305
barnet,united kingdom,51.6444,-0.1997
gori,georgia,41.9817,44.1124
kirkcaldy,united kingdom,56.1107,-3.1674
abovyan,armenia,40.2739,44.6256
colcapirhua,bolivia,-17.4167,-66.25
bagneux,france,48.7983,2.3137
clondalkin,ireland,53.3203,-6.3947
north bethesda,united states,39.0393,-77.1191
azemmour,morocco,33.2878,-8.3422
sutton,united kingdom,51.3656,-0.1963
gbadolite,congo (kinshasa),4.275,21.0
west bridgford,united kingdom,52.932,-1.127
maḩmūd-e rāqī,afghanistan,35.0206,69.3306
guadalupe nuevo,philippines,14.5587,121.0446
meudon,france,48.8123,2.2382
lissone,italy,45.6167,9.25
colonia del sol,mexico,22.9125,-109.9208
villa alsina,argentina,-34.6667,-58.4167
beckenham,united kingdom,51.408,-0.022
luwero,uganda,0.8331,32.4994
vidin,bulgaria,44.0,22.8667
ma‘ān,jordan,30.1962,35.7341
gracias,honduras,14.5833,-88.5833
östersund,sweden,63.1792,14.6358
selibe phikwe,botswana,-21.9758,27.84
al balyanā,egypt,26.2333,32.0
tlalmanalco,mexico,19.2044,-98.8025
cypress,united states,33.8171,-118.0386
tubod,philippines,8.05,123.8
bagnolet,france,48.8692,2.4181
campobasso,italy,41.5667,14.6667
merksem,belgium,51.2428,4.4414
al khārjah,egypt,25.44,30.55
ashton,united kingdom,53.4897,-2.0952
kotelniki,russia,55.6617,37.8672
nichelino,italy,44.9955,7.6466
semera,ethiopia,11.7922,41.0086
paderno dugnano,italy,45.5719,9.1692
el‘ad,israel,32.0522,34.9511
świętochłowice,poland,50.2919,18.9178
pākaur,india,24.63,87.85
mairena del aljarafe,spain,37.3333,-6.0667
yumbe,uganda,3.465,31.245
mpigi,uganda,0.23,32.33
kangar,malaysia,6.4333,100.2
manali,india,13.1667,80.2667
belfort,france,47.64,6.85
huancavelica,peru,-12.7864,-74.9756
dollard-des-ormeaux,canada,45.4833,-73.8167
cerritos,united states,33.8678,-118.0686
jbaïl,lebanon,34.1236,35.6511
strood,united kingdom,51.393,0.478
luleå,sweden,65.5844,22.1539
couva,trinidad and tobago,10.4167,-61.45
inverness,united kingdom,57.4778,-4.2247
waterford,ireland,52.2567,-7.1292
figueras,spain,42.2667,2.965
san felíu de llobregat,spain,41.3833,2.0439
salisbury,united kingdom,51.07,-1.79
ramat hasharon,israel,32.15,34.8333
kaédi,mauritania,16.1506,-13.5056
ayr,united kingdom,55.458,-4.629
meoqui,mexico,28.2722,-105.4819
san isidro,argentina,-34.4667,-58.5167
cantel,guatemala,14.8112,-91.4555
isla,mexico,18.0292,-95.5264
corroios,portugal,38.6147,-9.1508
châtillon,france,48.8,2.29
xam nua,laos,20.415,104.048
josé mármol,argentina,-34.7833,-58.3667
wokingham,united kingdom,51.41,-0.84
karlovy vary,czechia,50.2306,12.8725
banbury,united kingdom,52.061,-1.336
talence,france,44.8,-0.584
bihāt,india,25.4253,86.0208
pejë,kosovo,42.6603,20.2917
rye,united states,41.0075,-73.6872
santo niño,philippines,14.5033,121.0031
schagen,netherlands,52.7833,4.8
mantes-la-jolie,france,48.9908,1.7172
rovenky,ukraine,48.0833,39.3667
asadābād,afghanistan,34.8742,71.1528
biləcəri,azerbaijan,40.4314,49.8081
nellikkuppam,india,11.7667,79.6833
middelburg,netherlands,51.5,3.6167
tulum,mexico,20.2119,-87.4658
gobārdānga,india,22.87,88.76
krasnoznamensk,russia,55.6008,37.0358
llavallol,argentina,-34.7667,-58.3833
nueva loja,ecuador,0.0847,-76.8828
shertallai,india,9.6869,76.3361
seregno,italy,45.65,9.2
kita,mali,13.0504,-9.4833
serowe,botswana,-22.3833,26.7167
mandeville,jamaica,18.0333,-77.5
birendranagar,nepal,28.6,81.6333
bakau,the gambia,13.4833,-16.6833
nong khai,thailand,17.8681,102.7444
bindura,zimbabwe,-17.3,31.3333
north highlands,united states,38.6713,-121.3721
isiolo,kenya,0.35,37.5833
antelope,united states,38.7153,-121.361
mercedes,uruguay,-33.25,-58.0333
everett,united states,42.4064,-71.0545
university,united states,28.0771,-82.4335
sijua,india,23.7692,86.1673
borgerhout,belgium,51.2117,4.4407
malakoff,france,48.8169,2.2944
urmston,united kingdom,53.4487,-2.3747
madīnat ‘īsá,bahrain,26.1736,50.5478
villa de zaachila,mexico,16.9508,-96.7492
inuma,japan,36.0001,139.6242
